POLICY_NUMBER,PLAN_CODE,CLIENT_CODE,SUM_ASSURED,MODAL_PREMIUM,ISSUE_DATE,TYPE,POLICY_STATUS,SURRENDER_DATE,PAYMENT_MODE
16626,139,629,25000.0,772,2020-01-07,E,IN-FORCE,,1
22570,120,649,1009497.6,964,2020-02-26,E,IN-FORCE,,12
22720,132,660,82500.0,1689,2020-03-12,E,IN-FORCE,,1
25026,132,660,75000.0,658,2020-03-12,E,IN-FORCE,,1
21554,132,677,25000.0,2652,2020-02-10,E,IN-FORCE,,12
9137,2,685,50000.0,680,2020-05-27,A,IN-FORCE,,12
29552,136,692,450000.0,971,2020-03-30,E,IN-FORCE,,12
20658,132,697,25000.0,583,2020-02-19,E,IN-FORCE,,12
13444,27,708,31250.0,1957,2020-06-27,A,IN-FORCE,,12
38257,136,712,180000.0,1653,2020-06-22,E,IN-FORCE,,1
26356,167,732,125000.0,2771,2020-02-29,E,LAPSE,,1
25628,167,741,250000.0,2574,2020-02-28,E,IN-FORCE,,1
36178,158,764,2125000.0,1672,2020-06-17,E,IN-FORCE,,12
17252,157,765,2500000.0,1100,2020-01-17,E,IN-FORCE,,1
8992,107,772,83112.6,1801,2020-05-28,A,IN-FORCE,,0
16756,151,808,1250000.0,2569,2020-02-05,E,IN-FORCE,,12
26371,167,809,200000.0,357,2020-03-10,E,IN-FORCE,,1
37486,121,811,223028.4,2983,2020-06-26,E,IN-FORCE,,12
6062,41,817,126865.0,2790,2020-04-02,A,IN-FORCE,,1
18181,136,820,165000.0,209,2020-01-07,E,IN-FORCE,,3
2566,96,826,250000.0,2011,2020-02-13,A,IN-FORCE,,12
17395,136,836,180000.0,2109,2020-01-02,E,IN-FORCE,,12
8959,45,837,500.0,2996,2020-05-28,A,LAPSE,,6
15658,167,841,125000.0,2936,2020-01-20,E,IN-FORCE,,12
17660,136,848,150000.0,350,2020-01-21,E,IN-FORCE,,1
9434,2,859,50000.0,2426,2020-06-12,A,IN-FORCE,,1
13470,105,860,125000.0,399,2020-06-26,A,IN-FORCE,,12
39495,136,872,437500.0,1886,2020-06-29,E,IN-FORCE,,12
39518,132,872,437500.0,255,2020-06-29,E,IN-FORCE,,12
25871,166,890,375000.0,1609,2020-03-19,E,IN-FORCE,,1
27145,136,902,25000.0,1715,2020-04-07,E,IN-FORCE,,12
36007,136,904,75000.0,1135,2020-06-16,E,IN-FORCE,,1
31192,119,905,45000.0,1996,2020-04-28,E,IN-FORCE,,12
545,2,912,50000.0,1872,2020-01-09,A,IN-FORCE,,12
19995,166,925,500000.0,1186,2020-02-10,E,IN-FORCE,,12
18909,136,934,387500.0,1260,2020-02-07,E,IN-FORCE,,12
37248,128,959,675000.0,2364,2020-06-16,E,IN-FORCE,,12
13614,20,965,62500.0,357,2020-06-27,A,LAPSE,,1
20897,120,966,54778.8,287,2020-01-30,E,IN-FORCE,,12
13107,80,968,375.0,685,2020-06-25,A,IN-FORCE,,12
29917,166,973,470000.0,2568,2020-05-27,E,LAPSE,,1
20645,168,974,125000.0,1274,2020-02-14,E,IN-FORCE,,1
7342,2,989,50000.0,2421,2020-05-13,A,IN-FORCE,,1
328,33,993,4102577.45,2775,2020-01-16,A,IN-FORCE,,12
35947,136,1001,90000.0,2685,2020-06-20,E,IN-FORCE,,12
5325,3,1018,125000.0,536,2020-03-21,A,IN-FORCE,,1
18616,120,1028,48256.8,963,2020-01-24,E,IN-FORCE,,12
17707,170,1031,50000.0,2184,2020-01-02,E,IN-FORCE,,12
39457,128,1034,675000.0,2254,2020-06-26,E,IN-FORCE,,12
9005,97,1035,500000.0,1223,2020-06-03,A,IN-FORCE,,12
35700,136,1050,1500000.0,2693,2020-06-26,E,IN-FORCE,,12
6674,115,1062,30000.0,317,2020-04-20,A,IN-FORCE,,12
7093,115,1062,31500.0,1495,2020-04-24,A,IN-FORCE,,12
32521,121,1086,48256.8,2716,2020-05-14,E,IN-FORCE,,12
20490,136,1088,937500.0,1056,2020-03-12,E,IN-FORCE,,12
19028,127,1092,675000.0,346,2020-02-19,E,IN-FORCE,,12
15816,136,1093,25000.0,2483,2020-01-07,E,IN-FORCE,,12
21491,126,1100,510000.0,1615,2020-01-31,E,IN-FORCE,,0
4788,115,1102,15000.0,2495,2020-03-16,A,IN-FORCE,,3
3097,22,1110,125000.0,2135,2020-02-26,A,IN-FORCE,,1
37588,166,1119,50000.0,2609,2020-06-26,E,IN-FORCE,,12
1931,3,1128,125000.0,977,2020-01-29,A,LAPSE,,1
35437,138,1130,25000.0,2810,2020-06-16,E,IN-FORCE,,1
5975,3,1135,125000.0,1870,2020-03-31,A,IN-FORCE,,1
11861,2,1137,50000.0,1237,2020-06-17,A,LAPSE,,1
26605,165,1153,125000.0,2180,2020-03-11,E,IN-FORCE,,1
8384,2,1162,50000.0,2793,2020-05-13,A,IN-FORCE,,1
38256,121,1169,98470.2,1295,2020-06-23,E,IN-FORCE,,12
17455,165,1174,250000.0,1732,2020-01-08,E,IN-FORCE,,1
23542,166,1175,50000.0,2325,2020-02-18,E,IN-FORCE,,1
4615,3,1177,125000.0,637,2020-03-12,A,IN-FORCE,,1
21089,136,1181,105000.0,755,2020-03-26,E,IN-FORCE,,12
39526,128,1183,450000.0,887,2020-06-29,E,IN-FORCE,,12
7326,105,1188,25000.0,2548,2020-04-28,A,IN-FORCE,,1
23106,167,1191,500000.0,2011,2020-03-04,E,IN-FORCE,,1
34588,132,1192,260000.0,1154,2020-06-09,E,IN-FORCE,,12
20133,165,1194,50000.0,1464,2020-01-30,E,IN-FORCE,,1
18062,165,1209,500000.0,243,2020-02-21,E,IN-FORCE,,1
36544,136,1216,5000000.0,1533,2020-06-13,E,IN-FORCE,,6
22470,136,1217,750000.0,2094,2020-02-10,E,IN-FORCE,,12
1036,20,1218,62500.0,701,2020-01-16,A,CANCELED DURING COOLING OFF PERIOD,,6
7892,45,1220,500.0,964,2020-05-18,A,IN-FORCE,,6
17920,166,1227,25000.0,1840,2020-01-14,E,IN-FORCE,,12
3475,7,1241,50000.0,622,2020-02-25,A,LAPSE,,1
315,74,1253,1000.0,1304,2020-01-03,A,IN-FORCE,,6
9233,41,1263,75000.0,2536,2020-05-29,A,IN-FORCE,,12
916,6,1264,500000.0,1886,2020-01-06,A,IN-FORCE,,1
10348,96,1273,250000.0,2461,2020-06-09,A,IN-FORCE,,12
21195,119,1286,90000.0,2188,2020-01-31,E,IN-FORCE,,12
16191,166,1288,300000.0,1435,2020-01-02,E,IN-FORCE,,1
36685,136,1314,275000.0,2256,2020-06-17,E,IN-FORCE,,12
11842,96,1317,250000.0,2187,2020-06-22,A,IN-FORCE,,12
34105,167,1318,125000.0,938,2020-05-27,E,IN-FORCE,,1
15521,136,1320,25000.0,1391,2020-01-10,E,IN-FORCE,,12
17820,136,1321,25000.0,512,2020-01-03,E,IN-FORCE,,12
25983,166,1330,375000.0,545,2020-02-27,E,IN-FORCE,,1
32387,136,1332,86250.0,2785,2020-05-18,E,IN-FORCE,,12
1489,22,1334,125000.0,2709,2020-01-31,A,IN-FORCE,,1
3867,43,1367,375.0,1042,2020-03-11,A,IN-FORCE,,6
37043,136,1373,53375.0,1144,2020-06-23,E,IN-FORCE,,12
18152,167,1375,25000.0,1864,2020-01-20,E,IN-FORCE,,6
9197,43,1398,375.0,1748,2020-05-22,A,IN-FORCE,,12
18981,167,1403,375000.0,823,2020-01-22,E,IN-FORCE,,12
18724,167,1411,250000.0,2003,2020-01-09,E,IN-FORCE,,1
15327,163,1417,25000.0,2576,2020-01-22,E,IN-FORCE,,6
22560,128,1419,375000.08,2898,2020-02-14,E,IN-FORCE,,12
39041,165,1424,250000.0,1132,2020-06-25,E,IN-FORCE,,1
3317,3,1427,125000.0,2519,2020-02-24,A,IN-FORCE,,1
3117,115,1439,50000.0,694,2020-03-06,A,IN-FORCE,,12
20242,128,1445,675000.0,2949,2020-01-30,E,IN-FORCE,,12
34758,136,1448,138750.0,730,2020-05-29,E,IN-FORCE,,12
10908,2,1456,50000.0,1701,2020-06-11,A,IN-FORCE,,12
30106,165,1476,125000.0,923,2020-03-27,E,IN-FORCE,,3
19036,136,1483,25000.0,1850,2020-01-22,E,IN-FORCE,,12
10931,2,1497,125000.0,1378,2020-06-10,A,IN-FORCE,,12
27000,136,1499,470000.0,2074,2020-03-19,E,IN-FORCE,,12
19735,167,1501,12500.0,692,2020-01-17,E,IN-FORCE,,1
13460,62,1512,500.0,1906,2020-06-26,A,IN-FORCE,,12
18915,136,1526,450000.0,1128,2020-01-20,E,IN-FORCE,,12
31115,136,1537,60120.0,1893,2020-04-18,E,IN-FORCE,,1
27325,166,1538,500000.0,638,2020-03-30,E,IN-FORCE,,1
15853,166,1549,25000.0,2059,2020-01-14,E,IN-FORCE,,12
15535,136,1555,300000.0,800,2020-02-05,E,IN-FORCE,,1
32228,167,1564,250000.0,463,2020-05-06,E,IN-FORCE,,6
28426,136,1583,2522685.0,214,2020-03-27,E,IN-FORCE,,12
32889,128,1597,337500.0,249,2020-05-20,E,IN-FORCE,,12
4033,96,1616,250000.0,1519,2020-03-21,A,IN-FORCE,,12
17277,136,1619,206640.0,2078,2020-02-26,E,IN-FORCE,,12
27218,136,1642,360000.0,1680,2020-03-10,E,IN-FORCE,,12
19087,166,1646,25000.0,1874,2020-02-18,E,IN-FORCE,,1
10087,2,1651,50000.0,2632,2020-05-29,A,CANCELED DURING COOLING OFF PERIOD,,1
11114,105,1669,25000.0,1700,2020-06-10,A,IN-FORCE,,12
10059,105,1700,64212.5,1291,2020-06-23,A,IN-FORCE,,12
23080,119,1703,300000.0,238,2020-02-12,E,IN-FORCE,,12
11135,20,1706,62500.0,2396,2020-06-12,A,IN-FORCE,,3
35378,166,1714,75000.0,1567,2020-06-03,E,IN-FORCE,,1
37767,167,1728,12500.0,2169,2020-06-19,E,IN-FORCE,,12
27107,167,1731,375000.0,1684,2020-04-17,E,IN-FORCE,,1
37229,119,1755,300000.0,1685,2020-06-18,E,IN-FORCE,,12
26338,119,1759,300000.0,2207,2020-02-29,E,IN-FORCE,,12
15533,167,1760,75000.0,919,2020-02-27,E,IN-FORCE,,12
11755,20,1769,62500.0,771,2020-06-22,A,IN-FORCE,,1
13665,96,1785,250000.0,2496,2020-06-26,A,IN-FORCE,,12
21539,128,1800,337500.0,751,2020-02-06,E,SURRENDERED,2021-02-10,12
27997,136,1812,25000.0,960,2020-03-24,E,IN-FORCE,,12
31553,167,1815,50995.0,1287,2020-05-20,E,IN-FORCE,,1
37656,136,1816,25000.0,2103,2020-06-17,E,IN-FORCE,,1
15929,166,1824,125000.0,659,2020-04-15,E,IN-FORCE,,12
31374,166,1825,1250.0,1848,2020-04-29,E,IN-FORCE,,1
697,3,1830,125000.0,838,2020-01-08,A,LAPSE,,1
16281,157,1831,2500000.0,1407,2020-03-13,E,IN-FORCE,,12
23839,137,1836,250000.0,525,2020-02-18,E,IN-FORCE,,1
3271,96,1840,250000.0,1319,2020-03-03,A,IN-FORCE,,12
24676,165,1840,25000.0,478,2020-03-03,E,IN-FORCE,,1
11874,92,1853,250000.0,1431,2020-06-19,A,IN-FORCE,,12
39603,167,1862,125000.0,2047,2020-06-28,E,IN-FORCE,,12
18247,127,1864,854901.45,585,2020-01-21,E,IN-FORCE,,12
13457,105,1886,62500.0,2942,2020-06-25,A,IN-FORCE,,12
19542,119,1888,45000.0,1758,2020-01-17,E,IN-FORCE,,12
16822,128,1895,1125364.5,2588,2020-01-06,E,CANCELED DURING COOLING OFF PERIOD,,1
27378,166,1905,250000.0,824,2020-03-18,E,IN-FORCE,,1
38065,136,1916,640625.0,2631,2020-06-27,E,IN-FORCE,,12
18332,136,1927,1341340.0,366,2020-03-19,E,IN-FORCE,,12
37543,136,1934,25000.0,1009,2020-06-19,E,IN-FORCE,,1
18352,139,1944,902840.0,2094,2020-01-23,E,IN-FORCE,,12
36511,167,1949,12500.0,2407,2020-06-16,E,IN-FORCE,,12
26741,166,1952,250000.0,829,2020-03-04,E,IN-FORCE,,1
37419,166,1957,250000.0,689,2020-06-22,E,IN-FORCE,,12
5771,23,1960,250000.0,2210,2020-04-06,A,IN-FORCE,,1
21372,128,1966,900000.0,2150,2020-02-18,E,IN-FORCE,,12
22538,128,1975,337500.0,1688,2020-02-13,E,IN-FORCE,,12
446,25,1976,125000.0,2662,2020-03-10,A,IN-FORCE,,1
23191,136,1982,180000.0,1481,2020-02-12,E,IN-FORCE,,12
20188,154,1985,1250000.0,1646,2020-02-25,E,IN-FORCE,,12
25634,166,1994,125000.0,1102,2020-04-15,E,IN-FORCE,,1
7077,80,2002,375.0,365,2020-04-23,A,IN-FORCE,,12
9419,96,2021,250000.0,1373,2020-05-28,A,IN-FORCE,,12
34285,136,2048,2500000.0,718,2020-05-29,E,IN-FORCE,,12
10345,2,2057,50000.0,2912,2020-06-09,A,IN-FORCE,,12
36681,154,2067,1250000.0,323,2020-06-17,E,IN-FORCE,,3
36694,157,2067,1250000.0,1583,2020-06-17,E,IN-FORCE,,12
27667,166,2069,250000.0,2652,2020-03-23,E,IN-FORCE,,12
8445,2,2078,50000.0,2783,2020-05-16,A,IN-FORCE,,12
25063,119,2085,1080000.0,1142,2020-02-25,E,IN-FORCE,,12
4561,115,2088,20000.0,2509,2020-03-11,A,IN-FORCE,,12
38053,165,2109,250000.0,2410,2020-06-25,E,IN-FORCE,,1
6716,24,2112,250000.0,1998,2020-04-16,A,IN-FORCE,,12
15276,117,2115,125000.0,793,2020-06-19,E,IN-FORCE,,1
21714,136,2123,525000.0,1771,2020-01-31,E,IN-FORCE,,1
18207,167,2131,250000.0,1071,2020-01-14,E,IN-FORCE,,1
29210,166,2135,500000.0,1465,2020-03-25,E,IN-FORCE,,3
37978,165,2136,170000.0,505,2020-06-24,E,IN-FORCE,,12
31032,165,2144,12500.0,2688,2020-04-17,E,IN-FORCE,,1
29052,136,2165,25000.0,885,2020-03-18,E,IN-FORCE,,12
23229,165,2184,250000.0,766,2020-03-02,E,IN-FORCE,,1
12862,80,2200,375.0,1064,2020-06-25,A,IN-FORCE,,12
3287,2,2209,125000.0,1233,2020-02-28,A,CANCELED DURING COOLING OFF PERIOD,,12
38160,167,2218,25000.0,1159,2020-06-22,E,IN-FORCE,,1
13219,20,2223,62500.0,2735,2020-06-27,A,IN-FORCE,,1
31883,132,2228,180000.0,274,2020-04-29,E,IN-FORCE,,3
16606,167,2231,500000.0,2369,2020-02-06,E,IN-FORCE,,1
3508,2,2238,50000.0,1610,2020-02-29,A,LAPSE,,1
39643,166,2238,250000.0,923,2020-06-28,E,IN-FORCE,,1
12568,96,2240,250000.0,708,2020-06-24,A,IN-FORCE,,12
17070,136,2246,275000.0,1775,2020-01-02,E,IN-FORCE,,1
35135,165,2249,100000.0,1835,2020-06-17,E,IN-FORCE,,1
711,3,2258,125000.0,666,2020-01-09,A,LAPSE,,1
24710,132,2264,1250000.0,899,2020-05-19,E,IN-FORCE,,12
28966,127,2272,675000.0,2286,2020-03-27,E,IN-FORCE,,12
20225,157,2275,1250000.0,934,2020-02-14,E,IN-FORCE,,1
34367,137,2288,465000.0,2819,2020-05-28,E,IN-FORCE,,12
4412,45,2290,500.0,592,2020-03-18,A,IN-FORCE,,6
17884,166,2297,125000.0,2507,2020-01-14,E,IN-FORCE,,1
8716,115,2304,25000.0,2567,2020-05-22,A,IN-FORCE,,12
22776,128,2310,675000.0,1304,2020-02-13,E,IN-FORCE,,12
17077,167,2322,25000.0,1388,2020-02-12,E,IN-FORCE,,1
10522,3,2332,125000.0,507,2020-06-04,A,IN-FORCE,,1
20297,119,2350,90000.0,1454,2020-01-30,E,IN-FORCE,,12
16745,136,2351,25000.0,2819,2020-01-02,E,IN-FORCE,,12
39662,167,2357,125000.0,1526,2020-06-26,E,IN-FORCE,,12
30905,167,2369,37500.0,1461,2020-04-23,E,IN-FORCE,,1
8285,2,2385,50000.0,1839,2020-05-15,A,IN-FORCE,,1
16907,168,2394,12500.0,1041,2020-01-06,E,IN-FORCE,,12
24987,136,2397,50000.0,890,2020-02-24,E,IN-FORCE,,1
9608,105,2402,12500.0,2102,2020-06-26,A,IN-FORCE,,12
3488,45,2418,500.0,1917,2020-03-18,A,IN-FORCE,,12
30231,165,2419,125000.0,2896,2020-06-24,E,IN-FORCE,,1
11038,105,2443,12500.0,1283,2020-06-15,A,IN-FORCE,,12
21908,168,2455,37895.0,972,2020-02-26,E,IN-FORCE,,12
33931,165,2456,62500.0,2838,2020-05-30,E,IN-FORCE,,1
21800,166,2469,12500.0,884,2020-02-25,E,IN-FORCE,,12
18925,136,2473,25000.0,622,2020-03-03,E,IN-FORCE,,12
12745,63,2487,500.0,866,2020-06-25,A,IN-FORCE,,12
31406,169,2501,250000.0,2022,2020-04-24,E,IN-FORCE,,1
15824,136,2506,375000.0,2946,2020-01-17,E,IN-FORCE,,3
29673,170,2514,75000.0,2556,2020-03-31,E,IN-FORCE,,12
18128,165,2515,250000.0,602,2020-03-18,E,IN-FORCE,,12
36166,121,2517,109557.6,2633,2020-06-13,E,IN-FORCE,,12
29543,121,2518,109557.6,1837,2020-03-19,E,IN-FORCE,,12
29706,166,2523,25000.0,1422,2020-04-09,E,IN-FORCE,,1
24517,167,2524,187500.0,1901,2020-02-20,E,IN-FORCE,,12
20745,128,2535,675000.0,2542,2020-01-30,E,IN-FORCE,,12
36469,136,2570,25000.0,883,2020-06-24,E,IN-FORCE,,12
4253,27,2581,31250.0,473,2020-03-06,A,IN-FORCE,,12
35871,167,2592,250000.0,2941,2020-06-18,E,IN-FORCE,,12
28960,165,2602,250000.0,969,2020-04-16,E,IN-FORCE,,1
859,0,2607,6250.0,1084,2020-01-03,A,LAPSE,,1
36580,121,2612,31666.5,558,2020-06-13,E,IN-FORCE,,12
29761,166,2613,500000.0,2913,2020-04-02,E,IN-FORCE,,1
15215,116,2616,125000.0,2655,2020-05-21,E,IN-FORCE,,12
33278,139,2636,1633500.0,772,2020-05-22,E,IN-FORCE,,12
27010,136,2639,25000.0,561,2020-03-23,E,IN-FORCE,,12
28690,138,2643,360000.0,2080,2020-03-16,E,IN-FORCE,,1
39160,128,2645,337500.0,2408,2020-06-26,E,CANCELED DURING COOLING OFF PERIOD,,12
16175,137,2659,1125000.0,2800,2020-02-14,E,IN-FORCE,,12
28705,121,2661,48256.8,2618,2020-03-17,E,IN-FORCE,,12
27998,136,2664,75000.0,856,2020-03-12,E,IN-FORCE,,12
26637,136,2665,50000.0,2690,2020-03-04,E,IN-FORCE,,12
16429,167,2699,125000.0,848,2020-01-02,E,IN-FORCE,,12
28483,119,2704,1500000.0,2520,2020-03-13,E,CANCELED DURING COOLING OFF PERIOD,,12
7604,2,2712,50000.0,883,2020-05-21,A,IN-FORCE,,12
6397,113,2737,25000.0,2608,2020-04-10,A,IN-FORCE,,12
36189,167,2740,25000.0,202,2020-06-20,E,IN-FORCE,,12
28678,127,2779,675000.0,2797,2020-03-16,E,IN-FORCE,,12
22130,136,2780,200000.0,475,2020-02-06,E,IN-FORCE,,1
6826,2,2785,50000.0,2097,2020-04-27,A,IN-FORCE,,3
20480,136,2804,750000.0,1218,2020-02-12,E,IN-FORCE,,12
8239,26,2813,62500.0,2132,2020-05-15,A,IN-FORCE,,12
133,45,2839,500.0,1115,2020-02-11,A,IN-FORCE,,6
15819,154,2855,2000000.0,1944,2020-01-16,E,IN-FORCE,,1
38317,119,2856,90000.0,848,2020-06-25,E,IN-FORCE,,12
10828,96,2865,250000.0,2725,2020-06-26,A,IN-FORCE,,12
18532,165,2868,125000.0,1826,2020-01-09,E,IN-FORCE,,1
17706,119,2872,90000.0,2083,2020-01-24,E,IN-FORCE,,1
10955,96,2887,250000.0,1681,2020-06-18,A,IN-FORCE,,12
8344,96,2888,250000.0,635,2020-05-27,A,IN-FORCE,,12
8348,96,2888,250000.0,2706,2020-06-15,A,IN-FORCE,,12
23271,128,2890,1125000.0,2446,2020-02-18,E,IN-FORCE,,12
4528,115,2906,25000.0,2164,2020-03-16,A,IN-FORCE,,12
39694,136,2916,25000.0,388,2020-06-27,E,CANCELED DURING COOLING OFF PERIOD,,12
2706,43,2919,375.0,1341,2020-02-20,A,IN-FORCE,,12
23974,128,2929,675000.0,1017,2020-03-04,E,IN-FORCE,,12
23196,165,2935,12500.0,1010,2020-02-13,E,IN-FORCE,,1
6180,3,2949,125000.0,1430,2020-04-03,A,IN-FORCE,,1
15279,116,2952,125000.0,1745,2020-06-22,E,IN-FORCE,,12
34999,136,2976,612500.0,849,2020-06-04,E,IN-FORCE,,12
34564,136,2981,180000.0,692,2020-05-29,E,IN-FORCE,,12
15377,136,2982,105000.0,772,2020-01-21,E,IN-FORCE,,1
15430,166,2983,425000.0,2215,2020-01-31,E,IN-FORCE,,12
13532,105,2985,32500.0,1908,2020-06-26,A,IN-FORCE,,12
20036,136,2990,164740.0,386,2020-01-29,E,IN-FORCE,,12
13650,88,2994,50000.0,2617,2020-06-27,A,IN-FORCE,,6
4857,96,2999,250000.0,707,2020-03-18,A,IN-FORCE,,12
29735,159,3011,5000000.0,1625,2020-03-23,E,IN-FORCE,,12
22346,167,3017,25000.0,1079,2020-02-18,E,IN-FORCE,,12
31341,136,3027,650000.0,1214,2020-04-24,E,IN-FORCE,,12
29690,151,3036,1250000.0,1435,2020-03-27,E,IN-FORCE,,1
11065,105,3047,12500.0,975,2020-06-18,A,IN-FORCE,,12
37927,167,3048,500000.0,408,2020-06-23,E,IN-FORCE,,1
24222,166,3055,25000.0,282,2020-05-28,E,IN-FORCE,,1
927,25,3063,62500.0,540,2020-01-09,A,LAPSE,,1
13030,3,3064,125000.0,779,2020-06-24,A,IN-FORCE,,1
25567,169,3073,150000.0,2794,2020-02-29,E,IN-FORCE,,12
7427,105,3077,12500.0,2780,2020-05-12,A,LAPSE,,1
17488,167,3080,125000.0,2609,2020-01-14,E,IN-FORCE,,1
409,96,3090,250000.0,226,2020-01-03,A,IN-FORCE,,12
15682,154,3112,2500000.0,262,2020-01-16,E,CANCELED DURING COOLING OFF PERIOD,,12
38031,136,3141,1562500.0,740,2020-06-25,E,IN-FORCE,,12
30706,159,3156,1250000.0,459,2020-04-08,E,IN-FORCE,,1
27727,166,3164,23750.0,2741,2020-03-16,E,IN-FORCE,,6
23206,168,3169,225000.0,2163,2020-03-25,E,IN-FORCE,,12
8942,3,3174,125000.0,2892,2020-05-19,A,LAPSE,,1
36135,167,3189,12500.0,1490,2020-06-17,E,IN-FORCE,,1
33189,136,3207,150000.0,852,2020-05-29,E,IN-FORCE,,12
33260,159,3211,2500000.0,903,2020-05-21,E,IN-FORCE,,1
4263,25,3214,250000.0,2878,2020-03-17,A,IN-FORCE,,12
31531,167,3229,125000.0,2142,2020-04-29,E,IN-FORCE,,1
